SN		Schema 2.9																																																																								
SV		2.9																																																																								
C			1																																																																							
T		TOKEN		CP2L2W																																																																						
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	marketValue	CC:AGE TARGETING	CC:GENDER TARGETING	CC:AGENCY-PUBLISHER PAID	CC:DAYPART TARGETING	CC:GEO TARGETING LEVEL	CC:BEHAVIORAL TARGETING	CC:CONTEXTUAL TARGETING	CC:RETARGETING	CC:CPE KPI	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:ACTUAL UNIT DIMENSIONS	CC:MEDIA TYPE	CC:GUARANTEED	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	795			GOOGLE.COM	Display Standard			PerfTestCampaign781			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	796			GOOGLE.COM	Display Standard			PerfTestCampaign782			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	797			GOOGLE.COM	Display Standard			PerfTestCampaign783			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	798			GOOGLE.COM	Display Standard			PerfTestCampaign784			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	799			GOOGLE.COM	Display Standard			PerfTestCampaign785			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	800			GOOGLE.COM	Display Standard			PerfTestCampaign786			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	801			GOOGLE.COM	Display Standard			PerfTestCampaign787			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	802			GOOGLE.COM	Display Standard			PerfTestCampaign788			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	803			GOOGLE.COM	Display Standard			PerfTestCampaign789			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	804			GOOGLE.COM	Display Standard			PerfTestCampaign790			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	805			GOOGLE.COM	Display Standard			PerfTestCampaign791			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	806			GOOGLE.COM	Display Standard			PerfTestCampaign792			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	807			GOOGLE.COM	Display Standard			PerfTestCampaign793			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	808			GOOGLE.COM	Display Standard			PerfTestCampaign794			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	809			GOOGLE.COM	Display Standard			PerfTestCampaign795			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	810			GOOGLE.COM	Display Standard			PerfTestCampaign796			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	811			GOOGLE.COM	Display Standard			PerfTestCampaign797			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	812			GOOGLE.COM	Display Standard			PerfTestCampaign798			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	813			GOOGLE.COM	Display Standard			PerfTestCampaign799			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	814			GOOGLE.COM	Display Standard			PerfTestCampaign800			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	815			GOOGLE.COM	Display Standard			PerfTestCampaign801			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	816			GOOGLE.COM	Display Standard			PerfTestCampaign802			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	817			GOOGLE.COM	Display Standard			PerfTestCampaign803			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	818			GOOGLE.COM	Display Standard			PerfTestCampaign804			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	819			GOOGLE.COM	Display Standard			PerfTestCampaign805			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	820			GOOGLE.COM	Display Standard			PerfTestCampaign806			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	821			GOOGLE.COM	Display Standard			PerfTestCampaign807			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	822			GOOGLE.COM	Display Standard			PerfTestCampaign808			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	823			GOOGLE.COM	Display Standard			PerfTestCampaign809			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	824			GOOGLE.COM	Display Standard			PerfTestCampaign810			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	825			GOOGLE.COM	Display Standard			PerfTestCampaign811			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	826			GOOGLE.COM	Display Standard			PerfTestCampaign812			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	827			GOOGLE.COM	Display Standard			PerfTestCampaign813			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	828			GOOGLE.COM	Display Standard			PerfTestCampaign814			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	829			GOOGLE.COM	Display Standard			PerfTestCampaign815			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	830			GOOGLE.COM	Display Standard			PerfTestCampaign816			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	831			GOOGLE.COM	Display Standard			PerfTestCampaign817			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	832			GOOGLE.COM	Display Standard			PerfTestCampaign818			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	833			GOOGLE.COM	Display Standard			PerfTestCampaign819			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	834			GOOGLE.COM	Display Standard			PerfTestCampaign820			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	835			GOOGLE.COM	Display Standard			PerfTestCampaign821			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	836			GOOGLE.COM	Display Standard			PerfTestCampaign822			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	837			GOOGLE.COM	Display Standard			PerfTestCampaign823			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	838			GOOGLE.COM	Display Standard			PerfTestCampaign824			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	839			GOOGLE.COM	Display Standard			PerfTestCampaign825			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	840			GOOGLE.COM	Display Standard			PerfTestCampaign826			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	841			GOOGLE.COM	Display Standard			PerfTestCampaign827			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	842			GOOGLE.COM	Display Standard			PerfTestCampaign828			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	843			GOOGLE.COM	Display Standard			PerfTestCampaign829			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	844			GOOGLE.COM	Display Standard			PerfTestCampaign830			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	845			GOOGLE.COM	Display Standard			PerfTestCampaign831			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	846			GOOGLE.COM	Display Standard			PerfTestCampaign832			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	847			GOOGLE.COM	Display Standard			PerfTestCampaign833			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	848			GOOGLE.COM	Display Standard			PerfTestCampaign834			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	849			GOOGLE.COM	Display Standard			PerfTestCampaign835			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	850			GOOGLE.COM	Display Standard			PerfTestCampaign836			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	851			GOOGLE.COM	Display Standard			PerfTestCampaign837			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	852			GOOGLE.COM	Display Standard			PerfTestCampaign838			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	853			GOOGLE.COM	Display Standard			PerfTestCampaign839			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	854			GOOGLE.COM	Display Standard			PerfTestCampaign840			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	855			GOOGLE.COM	Display Standard			PerfTestCampaign841			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	856			GOOGLE.COM	Display Standard			PerfTestCampaign842			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	857			GOOGLE.COM	Display Standard			PerfTestCampaign843			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	858			GOOGLE.COM	Display Standard			PerfTestCampaign844			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	859			GOOGLE.COM	Display Standard			PerfTestCampaign845			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	860			GOOGLE.COM	Display Standard			PerfTestCampaign846			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	861			GOOGLE.COM	Display Standard			PerfTestCampaign847			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	862			GOOGLE.COM	Display Standard			PerfTestCampaign848			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	863			GOOGLE.COM	Display Standard			PerfTestCampaign849			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	864			GOOGLE.COM	Display Standard			PerfTestCampaign850			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	865			GOOGLE.COM	Display Standard			PerfTestCampaign851			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	866			GOOGLE.COM	Display Standard			PerfTestCampaign852			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	867			GOOGLE.COM	Display Standard			PerfTestCampaign853			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	868			GOOGLE.COM	Display Standard			PerfTestCampaign854			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	869			GOOGLE.COM	Display Standard			PerfTestCampaign855			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	870			GOOGLE.COM	Display Standard			PerfTestCampaign856			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	871			GOOGLE.COM	Display Standard			PerfTestCampaign857			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	872			GOOGLE.COM	Display Standard			PerfTestCampaign858			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	873			GOOGLE.COM	Display Standard			PerfTestCampaign859			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	874			GOOGLE.COM	Display Standard			PerfTestCampaign860			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	875			GOOGLE.COM	Display Standard			PerfTestCampaign861			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	876			GOOGLE.COM	Display Standard			PerfTestCampaign862			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	877			GOOGLE.COM	Display Standard			PerfTestCampaign863			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	878			GOOGLE.COM	Display Standard			PerfTestCampaign864			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	879			GOOGLE.COM	Display Standard			PerfTestCampaign865			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	880			GOOGLE.COM	Display Standard			PerfTestCampaign866			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	881			GOOGLE.COM	Display Standard			PerfTestCampaign867			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	882			GOOGLE.COM	Display Standard			PerfTestCampaign868			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	883			GOOGLE.COM	Display Standard			PerfTestCampaign869			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	884			GOOGLE.COM	Display Standard			PerfTestCampaign870			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	885			GOOGLE.COM	Display Standard			PerfTestCampaign871			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	886			GOOGLE.COM	Display Standard			PerfTestCampaign872			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	887			GOOGLE.COM	Display Standard			PerfTestCampaign873			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	888			GOOGLE.COM	Display Standard			PerfTestCampaign874			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	889			GOOGLE.COM	Display Standard			PerfTestCampaign875			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	890			GOOGLE.COM	Display Standard			PerfTestCampaign876			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	891			GOOGLE.COM	Display Standard			PerfTestCampaign877			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	892			GOOGLE.COM	Display Standard			PerfTestCampaign878			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	893			GOOGLE.COM	Display Standard			PerfTestCampaign879			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	894			GOOGLE.COM	Display Standard			PerfTestCampaign880			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	895			GOOGLE.COM	Display Standard			PerfTestCampaign881			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	896			GOOGLE.COM	Display Standard			PerfTestCampaign882			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	897			GOOGLE.COM	Display Standard			PerfTestCampaign883			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	898			GOOGLE.COM	Display Standard			PerfTestCampaign884			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	899			GOOGLE.COM	Display Standard			PerfTestCampaign885			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	900			GOOGLE.COM	Display Standard			PerfTestCampaign886			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	901			GOOGLE.COM	Display Standard			PerfTestCampaign887			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	902			GOOGLE.COM	Display Standard			PerfTestCampaign888			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	903			GOOGLE.COM	Display Standard			PerfTestCampaign889			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	904			GOOGLE.COM	Display Standard			PerfTestCampaign890			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	905			GOOGLE.COM	Display Standard			PerfTestCampaign891			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	906			GOOGLE.COM	Display Standard			PerfTestCampaign892			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
